Time (s), X (g), Y (g), Z (g), R (g), Theta (deg), Phi (deg)
2.4200439,-0.014391,0.597840,1.005912,1.170247,30.731407,91.378922
2.4223938,-0.009757,0.584668,1.004206,1.162050,30.212267,90.956093
2.4247742,-0.009269,0.563447,1.002986,1.150452,29.329279,90.942444
2.4271543,-0.013416,0.540763,1.006400,1.142561,28.257555,91.421143
2.4295349,-0.010977,0.508323,1.010059,1.130810,26.719692,91.237045
2.4319153,-0.012440,0.473687,1.010547,1.116127,25.122086,91.504402
2.4342651,-0.004635,0.435879,1.008595,1.098761,23.373463,90.609268
2.4366455,0.000000,0.390754,1.005181,1.078461,21.243095,90.000000
2.4390259,0.000000,0.339044,1.005181,1.060820,18.639044,90.000000
2.4414063,-0.000488,0.293188,1.006156,1.048003,16.245834,90.095444
2.4437864,-0.001952,0.250258,1.010791,1.041313,13.906411,90.446907
2.4461670,-0.001464,0.199767,1.011767,1.031300,11.169322,90.419792
2.4485168,0.002439,0.146351,1.011034,1.021574,8.237664,89.045258
2.4508970,0.008538,0.094640,1.008839,1.013305,5.380883,84.845139
2.4532776,0.011221,0.035612,1.008108,1.008799,2.121080,72.510849
2.4556580,0.007561,-0.017318,1.006644,1.006822,1.075200,293.585632
2.4580381,0.005855,-0.070492,1.013474,1.015940,3.992480,274.747742
2.4604187,0.005122,-0.118544,1.016400,1.023303,6.658586,272.474091
2.4627686,0.003172,-0.167571,1.014450,1.028202,9.381335,271.084290
2.4651489,0.004878,-0.212939,1.015669,1.037762,11.843768,271.312256
2.4675291,0.009757,-0.256600,1.010791,1.042899,14.254083,272.177643
2.4699097,0.004878,-0.300262,1.012986,1.056561,16.512558,270.930695
2.4722900,0.002927,-0.345385,1.016889,1.073947,18.760635,270.485596
2.4746399,-0.000244,-0.383437,1.017377,1.087235,20.650831,269.963501
2.4770200,-0.000731,-0.412463,1.016889,1.097355,22.078150,269.898438
2.4794006,0.001952,-0.444416,1.019083,1.111774,23.561947,270.251678
2.4817810,0.007317,-0.468076,1.017620,1.120133,24.703751,270.895538
2.4841611,0.009757,-0.496127,1.018596,1.133038,25.973646,271.126678
2.4865417,0.013171,-0.517348,1.016889,1.141002,26.972469,271.458405
2.4888916,0.011221,-0.533689,1.020303,1.151507,27.617884,271.204468
2.4912720,0.013660,-0.542958,1.022011,1.157366,27.987627,271.441162
2.4936521,0.019269,-0.553934,1.022743,1.163279,28.455212,271.992249
2.4960327,0.023904,-0.559789,1.019083,1.162956,28.802315,272.445129
2.4984131,0.027318,-0.559057,1.017133,1.160969,28.823792,272.797516
2.5007932,0.033173,-0.556373,1.019328,1.161757,28.669546,273.412109
2.5031433,0.034881,-0.549301,1.021035,1.159940,28.327682,273.633392
2.5055237,0.031465,-0.532470,1.018841,1.150022,27.633615,273.381805
2.5079038,0.032928,-0.510518,1.022743,1.143554,26.574322,273.690491
2.5102844,0.033661,-0.485639,1.020791,1.130925,25.495932,273.964996
2.5126648,0.035612,-0.452953,1.019328,1.116003,24.024233,274.495392
2.5150146,0.032442,-0.417585,1.014694,1.097740,22.429766,274.442322
2.5173948,0.027075,-0.376363,1.015913,1.083726,20.376270,274.114746
2.5197754,0.021221,-0.336605,1.015913,1.070436,18.365637,273.607361
2.5221558,0.015610,-0.292700,1.017133,1.058525,16.075838,273.052826
2.5245359,0.015123,-0.248794,1.019083,1.049123,13.743946,273.478546
2.5268857,0.011952,-0.204158,1.013474,1.033902,11.408450,273.350403
2.5292664,0.013171,-0.155131,1.010303,1.022228,8.760446,274.853058
2.5316467,0.008780,-0.108787,1.009572,1.015454,6.170060,274.614471
2.5340269,0.002927,-0.060735,1.010059,1.011887,3.445033,272.759430
2.5364075,-0.000975,-0.012196,1.012011,1.012085,0.692386,265.428101
2.5387878,-0.001464,0.034881,1.009815,1.010418,1.980112,92.402840
2.5411377,-0.001952,0.083908,1.009328,1.012811,4.753533,91.332710
2.5435178,-0.004391,0.130496,1.009815,1.018221,7.367508,91.927185
2.5458984,-0.005122,0.176596,1.007620,1.022991,9.944830,91.661354
2.5482788,-0.007317,0.220257,1.009815,1.033582,12.311003,91.902618
2.5506589,-0.011952,0.261235,1.007864,1.041238,14.545637,92.619553
2.5530090,-0.019269,0.304896,1.006400,1.051748,16.886251,93.616150
2.5553894,-0.020246,0.344898,1.009328,1.066821,18.896029,93.359406
2.5577695,-0.022196,0.384168,1.008595,1.079510,20.883339,93.306686
2.5601501,-0.025854,0.420757,1.004692,1.089547,22.762024,93.516251
2.5625305,-0.030490,0.447344,1.005912,1.101320,24.024754,93.899071
2.5649109,-0.034392,0.476857,1.007864,1.115511,25.378019,94.125183
2.5672605,-0.036587,0.501005,1.008351,1.126550,26.481495,94.176727
2.5696411,-0.041953,0.527103,1.004692,1.135343,27.757853,94.550682
2.5720215,-0.040489,0.541983,1.007376,1.144635,28.347462,94.272415
2.5744016,-0.034881,0.552227,1.011767,1.153188,28.673895,93.614197
2.5767822,-0.034881,0.565400,1.007864,1.156150,29.338354,93.530212
2.5791626,-0.036100,0.567594,1.006644,1.156201,29.465891,93.639214
2.5815125,-0.032197,0.564667,1.011034,1.158480,29.223156,93.263489
2.5838926,-0.031221,0.563447,1.007864,1.155092,29.244841,93.171516
2.5862732,-0.026099,0.552471,1.007131,1.149008,28.774296,92.704628
2.5886536,-0.023415,0.536860,1.009083,1.143248,28.036804,92.497406
2.5910337,-0.016830,0.515396,1.009083,1.133210,27.068321,91.870277
2.5933836,-0.010244,0.491005,1.010547,1.123564,25.919104,91.195213
2.5957642,-0.006341,0.463198,1.010059,1.111221,24.637552,90.784370
2.5981445,-0.004147,0.432220,1.007376,1.096192,23.222990,90.549690
2.6005247,-0.004878,0.397096,1.005425,1.081013,21.553177,90.703773
2.6029053,-0.001952,0.359533,1.007864,1.070074,19.633022,90.311081
2.6052856,0.000975,0.320506,1.006644,1.056437,17.661053,89.825661
2.6076355,0.002439,0.280748,1.009572,1.047884,15.541074,89.502274
2.6100156,0.005122,0.240502,1.009572,1.037836,13.402328,88.779945
2.6123962,0.002683,0.197573,1.010303,1.029444,11.065961,89.221947
2.6147766,0.002195,0.151959,1.007376,1.018775,8.579132,89.172546
2.6171567,0.001708,0.102690,1.008839,1.014054,5.812913,89.047180
2.6195068,0.002439,0.054149,1.011278,1.012730,3.068097,87.421104
2.6218872,0.005610,0.005366,1.011034,1.011064,0.440130,43.725529
2.6242673,0.006341,-0.037075,1.010547,1.011247,2.131573,279.706146
2.6266479,0.008049,-0.085371,1.012255,1.015880,4.842055,275.386292
2.6290283,0.009269,-0.132202,1.012011,1.020651,7.460640,274.010498
2.6314085,0.006341,-0.176596,1.011034,1.026361,9.914092,272.056580
2.6337583,0.006586,-0.221232,1.015181,1.039028,12.299176,271.705078
2.6361389,0.009025,-0.260991,1.017620,1.050594,14.392939,271.980408
2.6385193,0.012927,-0.301724,1.016644,1.060552,16.544394,272.453308
2.6408994,0.013660,-0.338068,1.015181,1.070079,18.432449,272.313812
2.6432800,0.016343,-0.369778,1.015669,1.081012,20.023163,272.530640
2.6456604,0.013171,-0.401487,1.017133,1.093583,21.550861,271.878998
2.6480103,0.015366,-0.427343,1.019816,1.105840,22.748781,272.059326
2.6503904,0.013660,-0.452466,1.019083,1.115098,23.950577,271.729218
2.6527710,0.014879,-0.473687,1.019083,1.123891,24.940584,271.799164
2.6551514,0.017562,-0.487345,1.017133,1.127995,25.615242,272.063873
2.6575315,0.019026,-0.499297,1.018108,1.134109,26.140528,272.182251
2.6599121,0.016099,-0.505151,1.017620,1.136216,26.411615,271.825348
2.6622620,0.014391,-0.505640,1.020791,1.139251,26.360331,271.630249
2.6646423,0.010977,-0.503932,1.023230,1.140644,26.225241,271.247833
2.6670225,0.009513,-0.498077,1.021524,1.136522,25.997171,271.094177
2.6694031,0.011464,-0.492955,1.018352,1.131449,25.836372,271.332153
2.6717834,0.017074,-0.480028,1.016644,1.124404,25.289219,272.037079
2.6741331,0.016830,-0.461246,1.018352,1.118067,24.381720,272.089661
2.6765137,0.017074,-0.442220,1.019083,1.111027,23.473503,272.211060
2.6788940,0.021709,-0.418316,1.018108,1.100910,22.363689,272.970795
2.6812742,0.021709,-0.388559,1.018108,1.089951,20.919035,273.197845
2.6836548,0.019513,-0.353192,1.014205,1.074122,19.227545,273.162231
2.6860352,0.023904,-0.323433,1.015181,1.065726,17.716913,274.226868
2.6883850,0.022684,-0.286358,1.013717,1.053631,15.821059,274.529327
2.6907651,0.020001,-0.244892,1.012986,1.042359,13.634228,274.669220
2.6931458,0.018049,-0.205866,1.012986,1.033851,11.530493,275.010559
2.6955261,0.015366,-0.160253,1.015181,1.027866,9.010966,275.477142
2.6979063,0.010488,-0.112934,1.011278,1.017619,6.399235,275.305908
2.7002561,0.003658,-0.067565,1.012011,1.014270,3.825154,273.099304
2.7026367,0.000731,-0.022929,1.011278,1.011538,1.299654,271.826202
2.7050171,-0.001708,0.024148,1.010303,1.010593,1.372448,94.045486
2.7073972,-0.008538,0.072687,1.010547,1.013194,4.142268,96.699234
2.7097778,-0.011708,0.115861,1.008351,1.015053,6.587760,95.770142
2.7121582,-0.010488,0.160009,1.009328,1.021986,9.027152,93.750267
2.7145081,-0.012196,0.200987,1.008351,1.028259,11.292799,93.472527
2.7168882,-0.014635,0.244161,1.005912,1.035223,13.666874,93.430222
2.7192688,-0.016586,0.278553,1.005181,1.043195,15.515076,93.407478
2.7216492,-0.017562,0.314409,1.009328,1.057310,17.327335,93.197128
2.7240293,-0.019513,0.345874,1.007131,1.065046,18.981712,93.228989
2.7263794,-0.019513,0.372705,1.008839,1.075661,20.301704,92.996971
2.7287598,-0.020732,0.401242,1.010303,1.087261,21.686741,92.957863
2.7311401,-0.018782,0.426366,1.007620,1.094275,22.955181,92.522308
2.7335203,-0.019757,0.451489,1.007131,1.103878,24.166780,92.505653
2.7359009,-0.020977,0.469784,1.004448,1.109078,25.087561,92.556641
2.7382813,-0.025612,0.486858,1.007620,1.119368,25.819756,93.011337
2.7406309,-0.025123,0.500274,1.009328,1.126786,26.394060,92.874931
2.7430115,-0.025123,0.510518,1.011522,1.133330,26.808065,92.817337
2.7453918,-0.026099,0.514909,1.010547,1.134468,27.030155,92.901604
2.7477720,-0.026343,0.521981,1.010059,1.137267,27.358900,92.889091
2.7501526,-0.025854,0.519786,1.008108,1.134517,27.304745,92.847572
2.7525024,-0.026099,0.510029,1.005425,1.127693,26.927876,92.929314
2.7548828,-0.028051,0.496858,1.003717,1.120314,26.372488,93.231270
2.7572629,-0.023904,0.481736,1.006400,1.116012,25.606600,92.840706
2.7596436,-0.019026,0.460271,1.007864,1.108152,24.563702,92.367065
2.7620239,-0.016830,0.435392,1.011278,1.101151,23.309162,92.213631
2.7644041,-0.015610,0.403439,1.011767,1.089347,21.754225,92.215851
2.7667539,-0.013904,0.369778,1.009083,1.074792,20.138393,92.153366
2.7691345,-0.005366,0.335385,1.007131,1.061520,18.420500,90.916664
2.7715149,-0.003903,0.300018,1.007620,1.051344,16.582178,90.745255
2.7738950,-0.002927,0.264162,1.009815,1.043799,14.660625,90.634903
2.7762756,0.003658,0.223915,1.011522,1.036016,12.483596,89.063972
2.7786560,0.009025,0.181718,1.009083,1.025355,10.220851,87.156868
2.7810059,0.009513,0.140740,1.009083,1.018895,7.957887,86.133102
2.7833860,0.006586,0.097566,1.010791,1.015510,5.525809,86.138397
2.7857666,0.007805,0.051710,1.010303,1.011655,2.963128,81.416573
2.7881470,0.007074,0.012440,1.012011,1.012112,0.810359,60.375614
2.7905271,0.009269,-0.030490,1.011034,1.011536,1.805369,286.909241
2.7928772,0.005366,-0.069760,1.013961,1.016372,3.947246,274.398804
2.7952576,0.006097,-0.113909,1.014694,1.021086,6.414293,273.063995
2.7976377,0.001952,-0.154887,1.012986,1.024761,8.693957,270.722076
2.8000183,0.002927,-0.193670,1.015425,1.033733,10.799423,270.865967
2.8023987,0.000488,-0.226598,1.015181,1.040163,12.582741,270.123505
2.8047788,0.001464,-0.263187,1.014205,1.047799,14.547623,270.318634
2.8071287,0.007317,-0.295871,1.016889,1.059083,16.227442,271.416595
2.8095093,0.010488,-0.325872,1.017133,1.068111,17.773207,271.843445
2.8118896,0.010977,-0.357337,1.015425,1.076521,19.395901,271.759460
2.8142698,0.012683,-0.384413,1.017133,1.087425,20.713758,271.889679
2.8166504,0.014635,-0.407341,1.020060,1.098482,21.781069,272.057648
2.8190002,0.013171,-0.429049,1.017864,1.104673,22.866007,271.758362
2.8213806,0.016343,-0.446367,1.020547,1.114014,23.637705,272.096832
2.8237607,0.020490,-0.458076,1.020303,1.118603,24.199635,272.561127
2.8261414,0.023415,-0.468320,1.016400,1.119349,24.765732,272.862335
2.8285217,0.024148,-0.471004,1.014694,1.118942,24.928652,272.934967
2.8309019,0.021465,-0.470515,1.019083,1.122665,24.805641,272.612030
2.8332517,0.019269,-0.464418,1.020791,1.121637,24.482155,272.375824
2.8356323,0.017562,-0.453441,1.021035,1.117332,23.961914,272.218048
2.8380127,0.018049,-0.441978,1.019328,1.111170,23.458857,272.338501
2.8403928,0.019513,-0.424904,1.014938,1.100465,22.738110,272.629364
2.8427734,0.016099,-0.401731,1.013474,1.090311,21.638624,272.294800
2.8451233,0.009757,-0.376119,1.013961,1.081517,20.358128,271.486023
2.8475034,0.010244,-0.347826,1.016644,1.074548,18.895027,271.686981
2.8498840,0.011708,-0.319775,1.016889,1.066047,17.467482,272.096802
2.8522644,0.008049,-0.287333,1.014450,1.054388,15.820157,271.604675
2.8546445,0.009269,-0.257821,1.014205,1.046504,14.271867,272.058929
2.8570249,0.013660,-0.224648,1.014938,1.039593,12.503060,273.479614
2.8593750,0.008294,-0.185376,1.012011,1.028883,10.390328,272.561646
2.8617554,0.005610,-0.145862,1.014205,1.024656,8.190096,272.202728
2.8641355,0.008780,-0.109031,1.013717,1.019601,6.158611,274.604156
2.8665161,0.006097,-0.070492,1.012498,1.014967,3.997382,274.943542
2.8688965,0.008049,-0.029759,1.012011,1.012480,1.744843,285.135712
2.8712766,0.005610,0.011708,1.008595,1.008679,0.737544,64.395882
2.8736265,0.003172,0.054638,1.009572,1.011054,3.102992,86.677910
2.8760071,-0.004635,0.095371,1.011034,1.015533,5.395140,92.782471
2.8783875,-0.005855,0.139276,1.011278,1.020841,7.848454,92.407074
2.8807676,-0.010488,0.175621,1.011522,1.026708,9.866732,93.417709
2.8831482,-0.010732,0.214647,1.008839,1.031477,12.026050,92.862450
2.8854980,-0.011464,0.254893,1.008108,1.039896,14.203216,92.575073
2.8878784,-0.015123,0.288310,1.006644,1.047227,16.002951,93.002731
2.8902586,-0.020732,0.321483,1.006156,1.056471,17.754011,93.689880
2.8926392,-0.024635,0.351240,1.007864,1.067598,19.257139,94.011986
2.8950195,-0.024148,0.377096,1.009572,1.077970,20.520153,93.664047
2.8973997,-0.025123,0.400756,1.009815,1.086720,21.684717,93.587173
2.8997495,-0.023173,0.421732,1.009815,1.094587,22.697760,93.145058
2.9021301,-0.020490,0.441245,1.006889,1.099519,23.686989,92.658684
2.9045105,-0.021952,0.451246,1.006644,1.103376,24.170435,92.785080
2.9068906,-0.020977,0.462222,1.010547,1.111438,24.601530,92.598419
2.9092712,-0.020977,0.467345,1.009572,1.112693,24.862072,92.569969
2.9116211,-0.018538,0.471979,1.008108,1.113279,25.105139,92.249214
2.9140012,-0.015855,0.469051,1.009328,1.113105,24.937580,91.935928
2.9163818,-0.015610,0.470759,1.007376,1.112054,25.059349,91.899223
2.9187622,-0.011952,0.463198,1.007131,1.108607,24.705818,91.478081
2.9211423,-0.013904,0.450758,1.004206,1.100820,24.184069,91.766777
2.9235229,-0.014147,0.434903,1.005425,1.095546,23.402267,91.863075
2.9258728,-0.015123,0.418805,1.007620,1.091295,22.582853,92.068108
2.9282532,-0.014635,0.397584,1.009815,1.085363,21.503759,92.108109
2.9306333,-0.014147,0.372949,1.009572,1.076349,20.288296,92.172295
2.9330139,-0.011952,0.347337,1.007864,1.066103,19.025782,91.970779
2.9353943,-0.015123,0.317579,1.008108,1.057056,17.504307,92.726433
2.9377744,-0.014635,0.284406,1.007620,1.047091,15.781830,92.945747
2.9401243,-0.010244,0.251235,1.010791,1.041596,13.969334,92.334938
2.9425049,-0.006097,0.214158,1.008595,1.031099,11.992484,91.630829
2.9448853,-0.004635,0.175377,1.012011,1.027105,9.834813,91.513969
2.9472654,-0.000731,0.136593,1.012011,1.021188,7.687020,90.306648
2.9496460,0.004147,0.095371,1.010791,1.015289,5.395140,87.510323
2.9519958,0.004147,0.053174,1.011278,1.012684,3.019020,85.540810
2.9543762,0.001952,0.011952,1.011278,1.011351,0.685855,80.723991
2.9567564,0.006830,-0.029514,1.011767,1.012220,1.715091,283.029449
2.9591370,0.011221,-0.069517,1.013717,1.016160,3.973551,279.169159
2.9615173,0.009269,-0.107323,1.011767,1.017485,6.077380,274.936035
2.9638975,0.011464,-0.143179,1.010547,1.020704,8.089711,274.577576
2.9662476,0.011952,-0.178546,1.012255,1.027950,10.025149,273.829681
2.9686279,0.009025,-0.213183,1.013474,1.035692,11.889240,272.424042
2.9710081,0.004391,-0.245136,1.015181,1.044367,13.577465,271.026184
2.9733887,0.006830,-0.272211,1.017133,1.052951,14.987238,271.437286
2.9757690,0.007074,-0.301237,1.016889,1.060593,16.505407,271.345245
2.9781189,0.008294,-0.324409,1.016400,1.066949,17.707159,271.464447
2.9804990,0.008294,-0.346362,1.016158,1.073597,18.826931,271.371674
2.9828796,0.007561,-0.368314,1.017377,1.082020,19.905277,271.176025
2.9852600,0.008780,-0.385632,1.018352,1.088958,20.745705,271.304321
2.9876401,0.010244,-0.404658,1.018352,1.095853,21.677450,271.450165
2.9900208,0.010488,-0.414171,1.019572,1.100533,22.114401,271.450623
2.9923706,0.013660,-0.422707,1.020791,1.104936,22.504911,271.850861
2.9947510,0.016586,-0.426610,1.018841,1.104675,22.735502,272.226410
2.9971311,0.016830,-0.427829,1.018352,1.104700,22.804037,272.252716
2.9995117,0.017074,-0.426123,1.017377,1.103145,22.742500,272.294525
3.0018921,0.019026,-0.420513,1.017864,1.101472,22.467785,272.590576
3.0042419,0.018782,-0.406609,1.017620,1.096008,21.801125,272.644684
3.0066221,0.017807,-0.393193,1.017377,1.090859,21.150116,272.592987
3.0090027,0.019269,-0.376363,1.016158,1.083788,20.348005,272.930817
3.0113831,0.021221,-0.352215,1.014938,1.074526,19.170542,273.447876
3.0137632,0.016099,-0.326117,1.014694,1.065934,17.837402,272.826111
3.0161438,0.012440,-0.297335,1.017133,1.059774,16.308537,272.395844
3.0184937,0.010977,-0.267821,1.015669,1.050444,14.783866,272.346954
3.0208738,0.008538,-0.235379,1.015669,1.042622,13.056114,272.077362
3.0232542,0.006097,-0.200987,1.013961,1.033707,11.216841,271.737640
3.0256348,0.005122,-0.169035,1.012255,1.026284,9.484522,271.735626
3.0280151,0.001952,-0.131227,1.010791,1.019276,7.397966,270.852234
3.0303953,-0.002195,-0.091713,1.012498,1.016645,5.177216,268.629150
3.0327454,-0.001708,-0.053905,1.013474,1.014908,3.046133,268.185303
3.0351257,-0.002439,-0.018049,1.010791,1.010955,1.032493,262.304474
3.0375059,-0.001464,0.018538,1.012255,1.012426,1.052577,94.514488
3.0398865,-0.002683,0.057808,1.007864,1.009524,3.286285,92.657455
3.0422668,-0.001464,0.091957,1.006889,1.011080,5.218906,90.911888
3.0446470,-0.003658,0.127813,1.007864,1.015943,7.230336,91.639526
3.0469968,-0.005122,0.164156,1.008108,1.021399,9.253021,91.787178
3.0493774,-0.007074,0.198548,1.010547,1.029891,11.122488,92.040543
3.0517578,-0.008538,0.230745,1.011767,1.037780,12.855733,92.119026
3.0541379,-0.009025,0.260260,1.007131,1.040255,14.497560,91.985962
3.0565186,-0.009025,0.288553,1.007376,1.047926,15.991252,91.791367
3.0588684,-0.010244,0.315140,1.006156,1.054404,17.399796,91.861824
3.0612488,-0.014147,0.342946,1.007864,1.064708,18.806772,92.362129
3.0636289,-0.018538,0.366606,1.007376,1.072170,20.021069,92.894730
3.0660095,-0.019026,0.389290,1.008351,1.081055,21.132883,92.798027
3.0683899,-0.021221,0.406366,1.008351,1.087361,21.976521,92.989319
3.0707700,-0.020732,0.420024,1.007131,1.091405,22.663368,92.825821
3.0731199,-0.023415,0.429537,1.007131,1.095155,23.128725,93.120293
3.0755005,-0.024635,0.440026,1.009572,1.101574,23.583014,93.204376
3.0778809,-0.025854,0.444903,1.007131,1.101327,23.869316,93.325851
3.0802610,-0.025368,0.444172,1.010547,1.104146,23.761625,93.268723
3.0826416,-0.020977,0.439537,1.008108,1.099961,23.581179,92.732323
3.0849915,-0.018782,0.430757,1.009572,1.097788,23.126272,92.496628
3.0873716,-0.015610,0.417585,1.010303,1.093313,22.470741,92.140854
3.0897522,-0.013171,0.401975,1.009083,1.086281,21.730753,91.876724
3.0921326,-0.011464,0.381974,1.008351,1.078335,20.755749,91.719009
3.0945127,-0.008538,0.360753,1.008595,1.071205,19.686132,91.355736
3.0968931,-0.006097,0.335141,1.009083,1.063300,18.375422,91.042282
3.0992432,-0.005610,0.310262,1.008108,1.054787,17.109241,91.035965
3.1016235,-0.003903,0.284163,1.011034,1.050216,15.700068,90.786827
3.1040037,-0.003414,0.253917,1.008839,1.040308,14.128643,90.770355
3.1063843,-0.004391,0.226354,1.008351,1.033454,12.654324,91.111328
3.1087646,-0.003658,0.195620,1.009572,1.028356,10.967939,91.071388
3.1111145,-0.004635,0.160497,1.011034,1.023704,9.023866,91.654251
3.1134946,-0.002683,0.123178,1.009815,1.017303,6.956266,91.247849
3.1158752,-0.002683,0.088541,1.009083,1.012964,5.016845,91.735733
3.1182556,-0.001952,0.052441,1.011278,1.012639,2.970518,92.131783
3.1206357,-0.001708,0.016343,1.011034,1.011167,0.931042,95.965858
3.1230164,0.000488,-0.019513,1.014694,1.014882,1.102162,271.433807
3.1253662,0.004878,-0.059027,1.013717,1.015446,3.343807,274.724030
3.1277466,0.003658,-0.097323,1.014694,1.019357,5.482550,272.152740
3.1301267,0.009025,-0.130252,1.012255,1.020641,7.349670,273.963440
3.1325073,0.010000,-0.167327,1.012011,1.025799,9.404855,273.420074
3.1348877,0.009269,-0.195378,1.013961,1.032655,10.918486,272.716095
3.1372373,0.009269,-0.230014,1.012011,1.037862,12.814949,272.307587
3.1396177,0.011221,-0.257821,1.014694,1.046996,14.269360,272.492065
3.1419983,0.012927,-0.281967,1.018596,1.056982,15.488587,272.624969
3.1443784,0.012440,-0.307335,1.015425,1.060989,16.852287,272.317963
3.1467588,0.015366,-0.328311,1.015913,1.067757,17.927546,272.679688
3.1491394,0.013660,-0.348557,1.016644,1.074823,18.937777,272.244263
3.1514893,0.013660,-0.362217,1.015669,1.078411,19.640574,272.159698
3.1538694,0.010488,-0.374169,1.016644,1.083364,20.213062,271.605621
3.1562500,0.012196,-0.385145,1.018108,1.088591,20.730890,271.813751
3.1586304,0.013660,-0.390267,1.020547,1.092708,20.939045,272.004608
3.1610105,0.012440,-0.390754,1.018352,1.090818,21.002119,271.823486
3.1633911,0.013416,-0.387584,1.015913,1.087420,20.893932,271.982422
3.1657715,0.012683,-0.386365,1.016400,1.087432,20.823570,271.880157
3.1681213,0.008294,-0.378802,1.017864,1.086097,20.417446,271.254242
3.1705015,0.009269,-0.370022,1.016644,1.081928,20.005451,271.434937
3.1728821,0.012440,-0.356362,1.017377,1.078056,19.314991,271.999329
3.1752625,0.015855,-0.339288,1.016400,1.071652,18.478472,272.675415
3.1776426,0.015366,-0.319531,1.016889,1.066020,17.462919,272.753204
3.1799924,0.013416,-0.297091,1.012742,1.055504,16.364981,272.585541
3.1823730,0.014391,-0.272943,1.015425,1.051567,15.065219,273.018127
3.1847534,0.013660,-0.247331,1.017133,1.046861,13.687095,273.161163
3.1871336,0.013904,-0.217085,1.014938,1.037988,12.097093,273.664703
3.1895142,0.010000,-0.187328,1.015425,1.032608,10.467116,273.055634
3.1918640,0.011464,-0.156106,1.012498,1.024525,8.788050,274.199921
3.1942441,0.008780,-0.121227,1.012986,1.020252,6.842005,274.142670
3.1966245,0.004878,-0.085614,1.014938,1.018554,4.829496,273.260895
3.1990051,0.000731,-0.047808,1.011767,1.012896,2.705518,270.876068
3.2013855,-0.000488,-0.013171,1.015181,1.015266,0.743358,267.876404
3.2037656,-0.000731,0.022684,1.012255,1.012509,1.284356,91.845840
3.2061157,-0.004878,0.060248,1.012011,1.013814,3.418103,94.628708
3.2084961,-0.007805,0.093908,1.010547,1.014931,5.327302,94.751236
3.2108753,-0.008049,0.130496,1.010059,1.018485,7.375494,93.529694
3.2132556,-0.011708,0.161717,1.009572,1.022509,9.123952,94.140793
3.2156360,-0.011952,0.192450,1.012011,1.030216,10.787424,93.553734
3.2179859,-0.013416,0.223671,1.007620,1.032234,12.537372,93.432442
3.2203662,-0.011952,0.251478,1.009328,1.040253,14.005758,92.721039
3.2227466,-0.010000,0.278553,1.006644,1.044521,15.477010,92.056000
3.2251270,-0.011952,0.300262,1.008108,1.051942,16.598419,92.279457
3.2275074,-0.013904,0.320750,1.009572,1.059391,17.641062,92.482124
3.2298877,-0.010977,0.340752,1.009328,1.065352,18.663830,91.845039
3.2322376,-0.012440,0.359289,1.008595,1.070751,19.618147,91.983070
3.2346179,-0.013171,0.374169,1.010791,1.077903,20.324793,92.016083
3.2369983,-0.012683,0.387096,1.009083,1.080858,20.997650,91.876595
3.2393787,-0.011708,0.398803,1.010303,1.086229,21.549383,91.681557
3.2417591,-0.013660,0.404902,1.008595,1.086921,21.884357,91.932198
3.2441394,-0.018538,0.407585,1.008351,1.087769,22.029627,92.604111
3.2464893,-0.019269,0.406853,1.008351,1.087507,21.995541,92.711525
3.2488699,-0.020246,0.403439,1.009328,1.087159,21.811945,92.872826
3.2512500,-0.021221,0.401242,1.009083,1.086138,21.711763,93.027420
3.2536304,-0.021221,0.389290,1.007131,1.079959,21.161812,93.120186
3.2560110,-0.018538,0.375876,1.007864,1.075833,20.475477,92.823448
3.2583606,-0.017318,0.360265,1.008595,1.071146,19.677402,92.752129
3.2607410,-0.014147,0.339532,1.009083,1.064768,18.611874,92.385857
3.2631214,-0.014391,0.314653,1.008351,1.056402,17.347414,92.618637
3.2655020,-0.010732,0.289530,1.008595,1.049384,16.027224,92.122910
3.2678821,-0.007074,0.263674,1.010059,1.043931,14.635491,91.536819
3.2702625,-0.004391,0.235623,1.011278,1.038374,13.117846,91.067619
3.2726123,-0.002927,0.202939,1.008839,1.029053,11.375010,90.826416
3.2749927,-0.000244,0.172938,1.007376,1.022112,9.741080,90.080910
3.2773731,0.001219,0.137813,1.009572,1.018935,7.773521,89.493019
3.2797534,0.001952,0.106835,1.012255,1.017879,6.025809,88.953217
3.2821338,0.003414,0.072200,1.012011,1.014589,4.085236,87.292633
3.2844837,0.003903,0.037564,1.011034,1.011739,2.139271,84.068687
3.2868640,0.004878,0.005855,1.010547,1.010576,0.432054,50.200417
3.2892444,0.006341,-0.026831,1.012011,1.012386,1.560598,283.297699
3.2916248,0.004878,-0.059515,1.013717,1.015474,3.371214,274.685425
3.2940052,0.003414,-0.094883,1.015669,1.020097,5.340454,272.060791
3.2963855,0.003903,-0.125372,1.015669,1.023385,7.040270,271.782928
3.2987356,0.003658,-0.153912,1.014450,1.026065,8.629465,271.361633
3.3011158,0.002439,-0.182937,1.011278,1.027694,10.254669,270.763824
3.3034961,0.004878,-0.209769,1.013961,1.035444,11.691570,271.332092
3.3058765,0.001708,-0.239039,1.014694,1.042471,13.256227,270.409363
3.3082569,0.005610,-0.260991,1.017133,1.050098,14.394464,271.231476
3.3106067,0.007561,-0.283675,1.017864,1.056681,15.578224,271.526764
3.3129871,0.010977,-0.305140,1.015425,1.060339,16.735983,272.060181
