Time (s), X (g), Y (g), Z (g), R (g), Theta (deg), Phi (deg)
4.1299729,0.008049,-0.152936,1.013474,1.024980,8.593063,273.012817
4.1323533,0.009513,-0.172205,1.013717,1.028284,9.655510,273.161957
4.1347036,0.005855,-0.186596,1.013474,1.030525,10.437184,271.797119
4.1370840,0.006586,-0.201964,1.013717,1.033661,11.273372,271.867645
4.1394639,0.007317,-0.216841,1.015425,1.038346,12.060961,271.932556
4.1418447,0.009025,-0.230745,1.017377,1.043255,12.788193,272.239746
4.1442251,0.007561,-0.240258,1.014938,1.043015,13.324370,271.802521
4.1465745,0.008780,-0.247575,1.014938,1.044734,13.716809,272.031189
4.1489549,0.007317,-0.250747,1.013717,1.044294,13.899134,271.671417
4.1513357,0.007805,-0.255138,1.015425,1.047017,14.110612,271.752258
4.1537161,0.007317,-0.253917,1.017377,1.048610,14.019157,271.650543
4.1560960,0.006830,-0.251966,1.014205,1.045058,13.956851,271.552704
4.1584768,0.007317,-0.249771,1.014694,1.045009,13.834385,271.677917
4.1608267,0.007317,-0.245136,1.015913,1.045096,13.571761,271.709625
4.1632066,0.009757,-0.236600,1.013961,1.041246,13.145294,272.361511
4.1655869,0.010732,-0.226110,1.018352,1.043208,12.532226,272.717560
4.1679678,0.007317,-0.215622,1.017864,1.040477,11.967278,271.943481
4.1703477,0.008780,-0.200256,1.016158,1.035739,11.158933,272.510590
4.1727281,0.009513,-0.183182,1.015669,1.032100,10.237217,272.972809
4.1750779,0.009269,-0.167327,1.016644,1.030364,9.360466,273.170563
4.1774588,0.010732,-0.150009,1.015181,1.026260,8.426740,274.092285
4.1798387,0.010244,-0.130983,1.014450,1.022922,7.379403,274.471954
4.1822190,0.006830,-0.109518,1.012986,1.018912,6.182408,273.568542
4.1845999,0.003172,-0.088541,1.012742,1.016610,4.999750,272.051453
4.1869497,0.003172,-0.066345,1.012742,1.014918,3.752385,272.736847
4.1893296,0.005610,-0.042686,1.012742,1.013656,2.434215,277.487823
4.1917105,0.004147,-0.017318,1.011767,1.011923,1.008136,283.465759
4.1940908,-0.000731,0.006341,1.010303,1.010323,0.362077,96.576080
4.1964707,-0.003658,0.030734,1.011278,1.011752,1.753011,96.788223
4.1988516,-0.006586,0.056346,1.010059,1.011650,3.214550,96.666519
4.2012014,-0.006586,0.079273,1.011034,1.014158,4.498583,94.749031
4.2035818,-0.007317,0.100493,1.011767,1.016771,5.687168,94.164261
4.2059617,-0.008294,0.123910,1.011278,1.018875,7.001014,93.829208
4.2083426,-0.009757,0.145374,1.009815,1.020272,8.210233,93.839828
4.2107229,-0.012440,0.166839,1.009815,1.023580,9.407070,94.264374
4.2130723,-0.012440,0.186596,1.011278,1.028424,10.477018,93.814262
4.2154527,-0.011708,0.200011,1.011278,1.030934,11.206285,93.350006
4.2178335,-0.010732,0.216110,1.010791,1.033691,12.082760,92.843094
4.2202134,-0.010000,0.230014,1.009328,1.035253,12.849546,92.489365
4.2225938,-0.009025,0.241478,1.008595,1.037139,13.473352,92.140289
4.2249746,-0.011708,0.250747,1.011278,1.041967,13.940247,92.673286
4.2273245,-0.010488,0.260746,1.010059,1.043224,14.486095,92.303429
4.2297044,-0.011221,0.266601,1.009328,1.044004,14.808552,92.410080
4.2320848,-0.009269,0.272456,1.009572,1.045731,15.111112,91.948425
4.2344656,-0.009513,0.274162,1.011034,1.047590,15.180738,91.987282
4.2368455,-0.010732,0.276601,1.010547,1.047773,15.318706,92.222038
4.2391953,-0.009269,0.275137,1.009572,1.046433,15.252783,91.929451
4.2415762,-0.012440,0.272943,1.011034,1.047302,15.122609,92.609657
4.2439566,-0.011221,0.266113,1.010791,1.045295,14.762182,92.414497
4.2463365,-0.013171,0.259527,1.010547,1.043424,14.421103,92.905357
4.2487168,-0.010000,0.251235,1.011767,1.042540,13.955860,92.279335
4.2510977,-0.009269,0.235867,1.011278,1.038462,13.138550,92.250381
4.2534475,-0.009025,0.222207,1.007864,1.032108,12.443213,92.325699
4.2558274,-0.005855,0.206841,1.009815,1.030797,11.580342,91.621323
4.2582083,-0.005610,0.190987,1.009815,1.027732,10.714414,91.682640
4.2605886,-0.004147,0.169766,1.010547,1.024716,9.539081,91.399254
4.2629685,-0.003172,0.150253,1.012011,1.023109,8.446851,91.209213
4.2653494,-0.000488,0.128788,1.009815,1.017994,7.268090,90.217285
4.2676992,0.003172,0.106835,1.010547,1.016183,6.037477,88.299606
4.2700791,0.002439,0.086835,1.010547,1.014274,4.913186,88.391167
4.2724595,0.000488,0.063662,1.011034,1.013036,3.603153,89.560448
4.2748404,-0.000244,0.039270,1.012011,1.012772,2.222199,90.356293
4.2772202,0.003172,0.014147,1.012742,1.012846,0.819961,77.363846
4.2795701,0.004635,-0.006586,1.011767,1.011799,0.456283,305.138885
4.2819505,0.004147,-0.030490,1.011034,1.011502,1.743272,277.745087
4.2843313,0.003658,-0.051955,1.010303,1.011644,2.951080,274.027832
4.2867112,0.002683,-0.072931,1.011278,1.013908,4.127728,272.106964
4.2890916,0.000975,-0.092688,1.013230,1.017461,5.227047,270.602844
4.2914724,0.001464,-0.114397,1.013717,1.020153,6.439098,270.733032
4.2938223,0.001952,-0.131716,1.012255,1.020790,7.414524,270.849091
4.2962027,0.001464,-0.150253,1.012498,1.023587,8.441385,270.558105
4.2985830,0.003172,-0.165863,1.013961,1.027443,9.291808,271.095428
4.3009634,0.002927,-0.182693,1.012986,1.029333,10.224757,270.917969
4.3033433,0.003903,-0.195134,1.013717,1.032335,10.897913,271.145721
4.3057237,0.002439,-0.209036,1.014450,1.035766,11.644085,270.668457
4.3080740,0.004391,-0.219769,1.013717,1.037275,12.234512,271.144623
4.3104544,0.007074,-0.227331,1.015913,1.041062,12.619200,271.782349
4.3128343,0.009025,-0.233917,1.014694,1.041346,12.990904,272.209412
4.3152146,0.010244,-0.238062,1.015669,1.043246,13.203178,272.463989
4.3175950,0.008538,-0.241234,1.014694,1.043010,13.381317,272.026978
4.3199449,0.008049,-0.240502,1.014938,1.043075,13.338278,271.916901
4.3223252,0.010488,-0.238795,1.014694,1.042467,13.255140,272.514923
4.3247056,0.011708,-0.234892,1.015669,1.042543,13.037371,272.853424
4.3270860,0.010977,-0.226354,1.015669,1.040644,12.578053,272.776306
4.3294668,0.011221,-0.217330,1.016644,1.039675,12.082190,272.955597
4.3318472,0.011708,-0.205378,1.016158,1.036771,11.444324,273.262665
4.3341966,0.008538,-0.195134,1.015913,1.034519,10.882928,272.505280
4.3365774,0.008294,-0.179523,1.017133,1.032887,10.020048,272.645050
4.3389578,0.007074,-0.164888,1.014694,1.028028,9.238270,272.456635
4.3413382,0.007317,-0.146106,1.012986,1.023495,8.217524,272.866882
4.3437181,0.007074,-0.125617,1.012742,1.020527,7.081748,273.223206
4.3460684,0.005366,-0.109031,1.014205,1.020063,6.143344,272.817688
4.3484488,0.002683,-0.087566,1.014205,1.017982,4.937013,271.755066
4.3508291,0.000488,-0.067321,1.014205,1.016437,3.797668,270.415680
4.3532090,0.001219,-0.045125,1.012742,1.013747,2.552133,271.548004
4.3555894,0.000000,-0.024635,1.012255,1.012555,1.394093,270.000000
4.3579698,-0.001464,-0.002927,1.014205,1.014211,0.184517,243.434952
4.3603201,-0.001219,0.018538,1.011522,1.011693,1.052205,93.763657
4.3627000,-0.002195,0.041466,1.011278,1.012130,2.351269,93.029709
4.3650804,-0.002927,0.060979,1.011522,1.013363,3.453944,92.748390
4.3674607,-0.003903,0.085127,1.012742,1.016321,4.809783,92.624832
4.3698416,-0.004147,0.106104,1.009815,1.015382,6.002733,92.238113
4.3721910,-0.006097,0.126594,1.009328,1.017254,7.157111,92.757484
4.3745713,-0.007074,0.147326,1.010059,1.020771,8.308014,92.749046
4.3769517,-0.008294,0.165863,1.008839,1.022417,9.347922,92.862541
4.3793325,-0.009269,0.185132,1.010059,1.026927,10.399111,92.866173
4.3817129,-0.010488,0.200500,1.010303,1.030059,11.239729,92.994453
4.3840933,-0.011221,0.215379,1.010791,1.033544,12.044508,92.982315
4.3864431,-0.010488,0.227818,1.008839,1.034296,12.738215,92.635918
4.3888235,-0.010732,0.239039,1.009328,1.037303,13.336827,92.570770
4.3912039,-0.014147,0.248794,1.010791,1.041056,13.849287,93.254379
4.3935838,-0.012927,0.253430,1.009083,1.040501,14.115752,92.920067
4.3959641,-0.011221,0.257576,1.010059,1.042444,14.319168,92.494415
4.3983445,-0.010244,0.262943,1.011278,1.044953,14.585344,92.231079
4.4006948,-0.008780,0.260260,1.011278,1.044268,14.440152,91.932266
4.4030747,-0.007561,0.261479,1.011767,1.045036,14.496154,91.656311
4.4054551,-0.008538,0.257576,1.007864,1.040293,14.343602,91.898460
4.4078355,-0.006341,0.252941,1.009572,1.040795,14.069762,91.436165
4.4102163,-0.007805,0.247819,1.011278,1.041229,13.775878,91.803955
4.4125657,-0.006830,0.235867,1.010791,1.037969,13.140203,91.658623
4.4149461,-0.007317,0.225623,1.010547,1.035454,12.592300,91.857399
4.4173265,-0.005610,0.212208,1.010791,1.032842,11.860628,91.514458
4.4197073,-0.006586,0.201964,1.008595,1.028638,11.329172,91.867661
4.4220877,-0.005610,0.185376,1.010059,1.026944,10.404427,91.733536
4.4244680,-0.005122,0.170497,1.010303,1.024601,9.583121,91.720749
4.4268174,-0.005122,0.151473,1.012498,1.023778,8.513316,91.936714
4.4291983,-0.003414,0.131471,1.011767,1.020278,7.406130,91.487579
4.4315786,-0.002927,0.115128,1.013961,1.020481,6.479897,91.456520
4.4339590,-0.001219,0.092688,1.012011,1.016247,5.233491,90.753769
4.4363389,-0.001708,0.070979,1.011522,1.014011,4.015077,91.378357
4.4386892,0.000244,0.046100,1.011278,1.012328,2.610070,89.696495
4.4410696,0.000000,0.024879,1.010791,1.011097,1.410004,90.000000
4.4434495,0.002439,0.002439,1.013474,1.013480,0.194834,45.000000
4.4458299,0.003658,-0.018293,1.011278,1.011450,1.057029,281.308990
4.4482102,0.004147,-0.040489,1.012011,1.012829,2.303078,275.847626
4.4505906,0.004635,-0.063174,1.011767,1.013747,3.582389,274.196381
4.4529405,0.006830,-0.082200,1.010547,1.013908,4.666274,274.749725
4.4553208,0.004635,-0.100738,1.012742,1.017750,5.686513,272.634460
4.4577012,0.006341,-0.119519,1.013474,1.020517,6.735224,273.037170
4.4600821,0.003414,-0.138057,1.012742,1.022114,7.765059,271.416656
4.4624624,0.003172,-0.154156,1.012742,1.024412,8.656713,271.178619
4.4648428,0.004147,-0.168302,1.013717,1.027602,9.429338,271.411407
4.4671922,0.004635,-0.181718,1.017377,1.033489,10.130286,271.461151
4.4695730,0.002927,-0.191962,1.013961,1.031976,10.721501,270.873657
4.4719534,0.001708,-0.202695,1.015425,1.035459,11.289153,270.482758
4.4743338,0.002439,-0.210744,1.016889,1.038500,11.709219,270.663055
4.4767137,0.003414,-0.215622,1.015425,1.038071,11.989937,270.907166
4.4790640,0.004391,-0.221721,1.013961,1.037929,12.336924,271.134552
4.4814444,0.005122,-0.223915,1.013961,1.038404,12.456044,271.310394
4.4838247,0.005366,-0.224404,1.014694,1.039225,12.473939,271.369873
4.4862046,0.008294,-0.223184,1.017133,1.041364,12.384274,272.128143
4.4885850,0.007317,-0.220501,1.016400,1.040069,12.246802,271.900513
4.4909654,0.009269,-0.214891,1.016158,1.038672,11.951407,272.469788
4.4933152,0.008780,-0.208549,1.014694,1.035941,11.624237,272.410858
4.4956956,0.012683,-0.199280,1.013961,1.033437,11.140920,273.641632
4.4980760,0.012196,-0.189767,1.014205,1.031878,10.619414,273.677277
4.5004563,0.010977,-0.175863,1.014694,1.029880,9.851375,273.571533
4.5028372,0.010244,-0.161717,1.014205,1.027069,9.077488,273.624603
4.5051866,0.009025,-0.144154,1.015913,1.026129,8.091724,273.582275
4.5075669,0.009269,-0.127325,1.013230,1.021241,7.181110,274.163605
4.5099478,0.009513,-0.109518,1.012011,1.017964,6.199477,274.964417
4.5123281,0.005855,-0.089761,1.012011,1.016001,5.079370,273.731842
4.5147085,0.005122,-0.069760,1.011767,1.014181,3.954730,274.199371
4.5170884,0.000488,-0.049027,1.011767,1.012954,2.774246,270.570770
4.5194387,0.001708,-0.027075,1.012011,1.012374,1.535569,273.609314
4.5218191,0.002439,-0.007317,1.012255,1.012284,0.437007,288.434937
4.5241995,-0.002683,0.013660,1.010059,1.010155,0.789815,101.112816
4.5265794,-0.003172,0.034636,1.011767,1.012364,1.968813,95.231781
4.5289598,-0.004391,0.057565,1.012255,1.013900,3.264228,94.362000
4.5313101,-0.005610,0.077322,1.013474,1.016435,4.374302,94.150070
4.5336905,-0.007561,0.097323,1.010303,1.015008,5.518853,94.442329
4.5360703,-0.006586,0.116348,1.008351,1.015062,6.592343,93.239685
4.5384507,-0.006097,0.133422,1.010303,1.019093,7.530800,92.616562
4.5408311,-0.007805,0.153179,1.011767,1.023326,8.620037,92.916954
4.5432119,-0.007317,0.169278,1.009083,1.023210,9.531659,92.474976
4.5455613,-0.007805,0.185376,1.009328,1.026240,10.416182,92.410980
4.5479417,-0.009025,0.195865,1.009083,1.027956,10.995959,92.638084
4.5503221,-0.010244,0.209769,1.009815,1.031423,11.748732,92.795822
4.5527029,-0.009513,0.219038,1.010303,1.033818,12.243824,92.486855
4.5550833,-0.010000,0.230014,1.009815,1.035728,12.843556,92.489365
4.5574636,-0.010732,0.239039,1.008351,1.036352,13.349243,92.570770
4.5598130,-0.011708,0.243672,1.011034,1.040049,13.565662,92.750778
4.5621939,-0.010732,0.250258,1.010791,1.041366,13.918300,92.455666
4.5645742,-0.013904,0.247331,1.013474,1.043310,13.735361,93.217567
4.5669541,-0.012196,0.250502,1.011034,1.041676,13.931696,92.787346
4.5693345,-0.010488,0.249771,1.009815,1.040299,13.904692,92.404526
4.5716848,-0.009025,0.243186,1.012742,1.041569,13.511525,92.125275
4.5740652,-0.007561,0.238306,1.011522,1.039242,13.263092,91.817268
4.5764451,-0.007074,0.229770,1.010059,1.035887,12.821537,91.763451
4.5788255,-0.004878,0.220745,1.010303,1.034149,12.328017,91.265869
4.5812058,-0.005366,0.206110,1.011034,1.031843,11.526289,91.491402
4.5835867,-0.001708,0.193670,1.012255,1.030617,10.831655,90.505249
4.5859361,-0.001219,0.180743,1.010303,1.026344,10.143112,90.386566
4.5883164,0.000000,0.165619,1.009815,1.023306,9.314116,90.000000
4.5906968,-0.001952,0.146106,1.010791,1.021298,8.225667,90.765457
4.5930777,-0.002439,0.127813,1.008595,1.016664,7.223549,91.093178
4.5954580,-0.000488,0.109762,1.009572,1.015521,6.204977,90.254944
4.5978074,-0.000244,0.090980,1.011278,1.015363,5.140832,90.153786
4.6001878,0.002683,0.073175,1.009328,1.011980,4.149401,87.900078
4.6025686,0.001952,0.050735,1.007376,1.008654,2.885273,87.796593
4.6049490,0.002927,0.029270,1.008595,1.009024,1.670701,84.288803
4.6073294,0.001952,0.011708,1.012498,1.012567,0.672021,80.533974
4.6097093,0.001219,-0.009025,1.010059,1.010100,0.516999,277.695526
4.6120596,0.002195,-0.027806,1.012011,1.012395,1.578800,274.512909
4.6144400,0.002683,-0.049758,1.012255,1.013481,2.818278,273.086578
4.6168199,0.004391,-0.066345,1.013230,1.015409,3.754472,273.786530
4.6192002,0.004147,-0.088055,1.011034,1.014870,4.982990,272.696259
4.6215806,0.001952,-0.105860,1.014205,1.019717,5.959766,271.056427
4.6239309,0.000488,-0.123178,1.014938,1.022386,6.919880,270.227173
4.6263108,0.002439,-0.138301,1.014938,1.024321,7.760887,271.010284
4.6286912,0.003903,-0.153667,1.014694,1.026271,8.614270,271.454773
4.6310716,0.003172,-0.166839,1.015181,1.028804,9.334436,271.089020
4.6334524,0.003414,-0.178791,1.016158,1.031772,9.980696,271.093994
4.6358328,0.003172,-0.188304,1.016158,1.033462,10.499831,270.964905
4.6381822,0.005122,-0.196109,1.014450,1.033244,10.944850,271.496124
4.6405625,0.005855,-0.206597,1.018352,1.039114,11.472636,271.623230
4.6429434,0.004391,-0.209280,1.014450,1.035821,11.659050,271.201965
4.6453238,0.004878,-0.209036,1.016158,1.037447,11.627373,271.336761
4.6477041,0.005610,-0.210744,1.015181,1.036840,11.731646,271.524963
4.6500840,0.006586,-0.211719,1.014938,1.036806,11.788615,271.781647
4.6524343,0.006097,-0.208793,1.014450,1.035732,11.634995,271.672699
4.6548147,0.003903,-0.202695,1.014694,1.034748,11.298692,271.102997
4.6571951,0.009513,-0.195620,1.015181,1.033900,10.919514,272.784088
4.6595750,0.010732,-0.187084,1.013717,1.030892,10.473224,273.283295
4.6619554,0.008538,-0.177327,1.014205,1.029626,9.928799,272.756500
4.6643057,0.010000,-0.165131,1.011522,1.024961,9.288424,273.465454
4.6666861,0.008538,-0.152936,1.013474,1.024984,8.594525,273.195251
4.6690660,0.010000,-0.140008,1.012742,1.022423,7.890831,274.085358
4.6714463,0.007561,-0.122689,1.012742,1.020174,6.920447,273.526489
4.6738267,0.009757,-0.106835,1.010547,1.016225,6.059807,275.218353
4.6762075,0.008780,-0.088297,1.010791,1.014679,5.016923,275.678925
4.6785569,0.009025,-0.071223,1.012255,1.014798,4.056854,277.221405
4.6809373,0.005122,-0.053662,1.010303,1.011740,3.054155,275.452332
4.6833177,0.004878,-0.036344,1.012255,1.012919,2.074714,277.644104
4.6856985,0.001708,-0.012683,1.011034,1.011115,0.724968,277.669189
4.6880789,0.000488,0.005855,1.010547,1.010564,0.332791,85.231323
4.6904283,-0.000731,0.028051,1.011278,1.011667,1.589424,91.492897
4.6928091,-0.004147,0.047319,1.013474,1.014587,2.683507,95.008263
4.6951895,-0.005610,0.069517,1.013961,1.016357,3.934774,94.614120
4.6975698,-0.008780,0.085858,1.012742,1.016413,4.871017,95.839134
4.6999497,-0.008294,0.105373,1.014938,1.020427,5.945508,94.500298
4.7023301,-0.011464,0.124641,1.012255,1.019964,7.048958,95.254829
4.7046804,-0.011464,0.141715,1.013230,1.023157,7.987679,94.624657
4.7070608,-0.011952,0.156106,1.008595,1.020674,8.823542,94.378189
4.7094407,-0.012440,0.170741,1.011278,1.025666,9.608218,94.167252
4.7118211,-0.013660,0.184157,1.012986,1.029680,10.331330,94.242134
4.7142015,-0.010732,0.195865,1.010791,1.029649,10.982541,93.136406
4.7165823,-0.009757,0.205133,1.008351,1.029051,11.511684,92.723236
4.7189317,-0.008780,0.215135,1.011522,1.034184,12.016703,92.337143
4.7213120,-0.007074,0.222452,1.009572,1.033813,12.432240,91.821426
4.7236924,-0.010244,0.227818,1.010791,1.036197,12.713814,92.574631
4.7260733,-0.007805,0.232453,1.009328,1.035779,12.976418,91.923119
4.7284536,-0.008294,0.233184,1.011034,1.037609,12.995476,92.036957
4.7308030,-0.006586,0.236356,1.011522,1.038790,13.156867,91.596046
4.7331834,-0.004635,0.234404,1.009328,1.036199,13.076914,91.132843
4.7355642,-0.006586,0.229282,1.011767,1.037441,12.773512,91.645264
4.7379446,-0.007074,0.225867,1.009815,1.034791,12.613931,91.793900
4.7403245,-0.006097,0.219038,1.006889,1.030456,12.277451,91.594521
4.7427049,-0.006097,0.211232,1.011034,1.032882,11.805654,91.653404
4.7450552,-0.005122,0.200256,1.010303,1.029971,11.215050,91.465164
4.7474356,-0.004147,0.187573,1.008839,1.026137,10.535210,91.266464
4.7498155,-0.004147,0.174644,1.010059,1.025054,9.812435,91.360184
4.7521958,-0.003414,0.161961,1.010303,1.023208,9.109533,91.207626
4.7545762,-0.002927,0.144399,1.008839,1.019125,8.147242,91.161369
4.7569265,-0.004391,0.128544,1.012011,1.020151,7.242996,91.956429
4.7593064,-0.002927,0.109762,1.011522,1.017464,6.195270,91.527695
4.7616868,-0.002439,0.093177,1.010303,1.014593,5.271059,91.499390
4.7640672,-0.000731,0.074151,1.011034,1.013750,4.194887,90.564865
4.7664480,0.001219,0.052930,1.012742,1.014125,2.992579,88.680183
4.7688284,0.001952,0.033904,1.012742,1.013311,1.920608,86.704735
4.7711778,0.001219,0.014635,1.014450,1.014556,0.828979,85.236862
4.7735581,0.002683,-0.004878,1.013474,1.013490,0.314658,298.813599
4.7759390,0.003414,-0.024635,1.012255,1.012560,1.407504,277.890411
4.7783194,0.002439,-0.042930,1.014205,1.015117,2.427693,273.251556
4.7806997,0.002195,-0.062687,1.014694,1.016631,3.537343,272.005157
4.7830796,0.002195,-0.079028,1.012742,1.015823,4.463658,271.590759
4.7854300,0.001952,-0.095371,1.012986,1.017468,5.379608,271.172577
4.7878103,0.002439,-0.111226,1.014694,1.020775,6.257020,271.256165
4.7901902,-0.001219,-0.124641,1.014205,1.021837,7.006643,269.439453
4.7925706,0.000000,-0.139521,1.013474,1.023033,7.838394,270.000000
4.7949510,0.000731,-0.150740,1.013961,1.025105,8.455982,270.277863
4.7973013,0.002195,-0.162936,1.013961,1.026972,9.129787,270.771729
4.7996812,0.002927,-0.172693,1.012498,1.027124,9.680685,270.971130
4.8020616,0.005855,-0.182693,1.013230,1.029586,10.226181,271.835480
4.8044419,0.004391,-0.189523,1.012011,1.029614,10.609921,271.327240
4.8068223,0.007317,-0.192937,1.014694,1.032900,10.773438,272.171783
4.8092031,0.007317,-0.200011,1.013717,1.033286,11.168670,272.095032
4.8115525,0.009513,-0.199525,1.012986,1.032493,11.155067,272.729706
4.8139329,0.011464,-0.198792,1.014694,1.034047,11.102553,273.300354
4.8163137,0.011708,-0.194401,1.013717,1.032255,10.875020,273.446442
4.8186941,0.011708,-0.194401,1.015181,1.033693,10.859733,273.446442
4.8210745,0.009757,-0.188792,1.013961,1.031434,10.561028,272.958557
4.8234239,0.009757,-0.181718,1.015913,1.032084,10.155651,273.073517
4.8258047,0.010244,-0.170986,1.013230,1.027607,9.595422,273.428589
4.8281851,0.009269,-0.158545,1.014694,1.027047,8.895541,273.345795
4.8305655,0.008294,-0.146106,1.011034,1.021570,8.236068,273.248840
4.8329453,0.006341,-0.132691,1.012255,1.020934,7.476431,272.736176
4.8353257,0.006586,-0.120006,1.015913,1.022998,6.746978,273.141113
4.8376760,0.005122,-0.101957,1.012255,1.017390,5.758847,272.875977
4.8400564,0.004147,-0.086102,1.014450,1.018106,4.857001,272.757294
4.8424363,0.003414,-0.066590,1.012255,1.014449,3.768579,272.935089
4.8448167,-0.001708,-0.051466,1.013230,1.014538,2.909460,268.099396
4.8471971,0.000244,-0.034148,1.012011,1.012587,1.932696,270.409729
4.8495469,0.000731,-0.016099,1.011034,1.011162,0.913003,272.600037
4.8519273,-0.000488,0.001952,1.013230,1.013232,0.115350,104.046982
4.8543077,-0.002927,0.021221,1.011522,1.011749,1.213375,97.854164
4.8566880,-0.003903,0.040003,1.008595,1.009395,2.281991,95.572037
4.8590689,-0.003414,0.056588,1.012986,1.014571,3.203202,93.452682
4.8614492,-0.004878,0.076834,1.013717,1.016636,4.343117,93.632584
4.8637986,-0.006830,0.093663,1.011767,1.016116,5.303006,94.170601
4.8661795,-0.007805,0.112201,1.011034,1.017271,6.347736,93.979317
4.8685598,-0.007317,0.129275,1.010791,1.019051,7.299793,93.239388
4.8709402,-0.008294,0.142448,1.010303,1.020329,8.038954,93.332092
4.8733201,-0.008294,0.157570,1.008839,1.021104,8.889334,93.012939
4.8757005,-0.008049,0.172938,1.008108,1.022866,9.744471,92.664902
4.8780508,-0.010977,0.185376,1.010303,1.027228,10.415143,93.388695
4.8804312,-0.009513,0.195134,1.010303,1.029019,10.944383,92.791039
4.8828111,-0.009757,0.204158,1.009815,1.030292,11.442361,92.736221
4.8851914,-0.009025,0.211719,1.007864,1.029901,11.873947,92.440781
4.8875718,-0.008049,0.217330,1.008595,1.031776,12.168133,92.121124
4.8899221,-0.006586,0.220988,1.009572,1.033496,12.352210,91.706978
4.8923020,-0.007074,0.222940,1.007864,1.032251,12.479092,91.817444
4.8946824,-0.009513,0.221721,1.007864,1.032008,12.417971,92.456795
4.8970628,-0.007805,0.223671,1.008839,1.033366,12.508265,91.998566
4.8994436,-0.005122,0.220257,1.009815,1.033569,12.307671,91.332161
4.9018240,-0.007074,0.215866,1.008595,1.031461,12.086855,91.876961
4.9041734,-0.007805,0.206110,1.008839,1.029708,11.554915,92.168686
4.9065537,-0.006097,0.200256,1.009328,1.029020,11.227106,91.743980
4.9089346,-0.005122,0.193182,1.010791,1.029099,10.823565,91.518791
4.9113150,-0.006586,0.180499,1.012255,1.028243,10.116919,92.089577
4.9136949,-0.005610,0.167814,1.011522,1.025364,9.424897,91.914825
4.9160452,-0.006586,0.156106,1.012011,1.024001,8.776620,92.415718
4.9184256,-0.001464,0.142935,1.012986,1.023022,8.031991,90.586693
4.9208059,-0.004391,0.126105,1.012498,1.020330,7.103792,91.994232
4.9231858,-0.004391,0.110737,1.010547,1.016606,6.258461,92.270714
4.9255662,-0.002683,0.093421,1.012255,1.016560,5.275072,91.645126
4.9279466,-0.002439,0.076589,1.012255,1.015151,4.329115,91.823914
4.9302969,-0.000731,0.060248,1.011767,1.013559,3.408007,90.695198
4.9326768,0.000000,0.042197,1.013717,1.014595,2.383595,90.000000
4.9350572,0.001219,0.022440,1.009815,1.010065,1.275028,86.889458
4.9374375,-0.001708,0.003903,1.011767,1.011775,0.240663,113.635368
4.9398184,0.000244,-0.015123,1.010059,1.010172,0.857978,270.925079
4.9421988,0.004391,-0.034636,1.012742,1.013343,1.974470,277.225067
4.9445481,0.004391,-0.051955,1.012986,1.014327,2.946499,274.830933
4.9469285,0.004391,-0.070004,1.013230,1.015655,3.959975,273.589172
4.9493093,0.006097,-0.085127,1.012011,1.015603,4.820442,274.096863
4.9516897,0.004878,-0.100493,1.012255,1.017243,5.676164,272.778900
4.9540701,0.004878,-0.115617,1.012986,1.019574,6.516982,272.415863
4.9564195,0.005610,-0.130252,1.013961,1.022308,7.326756,272.466431
4.9588003,0.003172,-0.142448,1.013474,1.023441,8.002682,271.275452
4.9611807,0.003414,-0.152692,1.014205,1.025641,8.563872,271.280914
4.9635606,0.002439,-0.163180,1.012742,1.025807,9.154269,270.856293
4.9659410,0.003903,-0.170497,1.013717,1.027962,9.549646,271.311249
4.9683213,0.002927,-0.176108,1.013961,1.029145,9.854328,270.952301
4.9706717,0.002195,-0.181718,1.014450,1.030599,10.156367,270.691956
4.9730515,0.003658,-0.183426,1.015181,1.031625,10.243844,271.142609
4.9754319,0.002683,-0.185865,1.014205,1.031099,10.385916,270.827057
4.9778123,0.003414,-0.185621,1.014205,1.031057,10.373235,271.053741
4.9801927,0.006341,-0.184157,1.015181,1.031768,10.287785,271.972229
4.9825425,0.006341,-0.182206,1.014205,1.030462,10.190803,271.993317
4.9849229,0.005855,-0.176596,1.014205,1.029482,9.882783,271.898804
4.9873033,0.007561,-0.169766,1.014938,1.029066,9.505038,272.550140
4.9896841,0.007074,-0.161717,1.013961,1.026801,9.070299,272.504730
4.9920645,0.008049,-0.154400,1.013961,1.025681,8.669704,272.984314
4.9944448,0.008294,-0.142204,1.012498,1.022469,8.008224,273.337799
4.9967942,0.007805,-0.131227,1.016158,1.024626,7.371342,273.403839
4.9991751,0.006097,-0.116104,1.015669,1.022302,6.530208,273.006195
5.0015554,0.005366,-0.102690,1.014938,1.020134,5.785265,272.991364
5.0039358,0.004635,-0.086347,1.013474,1.017157,4.876766,273.072754
5.0063157,0.004635,-0.070979,1.014694,1.017184,4.009855,273.736328
5.0086961,0.004635,-0.051710,1.012986,1.014316,2.933916,275.122162
5.0110464,0.003414,-0.033904,1.013230,1.013803,1.926103,275.750397
5.0134268,-0.000244,-0.018538,1.010303,1.010473,1.050902,269.245270
5.0158067,-0.001952,0.000000,1.012011,1.012013,0.111906,180.000000
5.0181870,-0.002439,0.018538,1.013474,1.013647,1.057029,97.495110
5.0205674,-0.001952,0.036831,1.012255,1.012927,2.086754,93.033867
5.0229173,-0.003658,0.054149,1.009328,1.010786,3.077971,93.865082
